URL,URL_LENGTH,NUMBER_SPECIAL_CHARACTERS,CHARSET,SERVER,CONTENT_LENGTH,WHOIS_COUNTRY,WHOIS_STATEPRO,WHOIS_REGDATE,WHOIS_UPDATED_DATE,TCP_CONVERSATION_EXCHANGE,DIST_REMOTE_TCP_PORT,REMOTE_IPS,APP_BYTES,SOURCE_APP_PACKETS,REMOTE_APP_PACKETS,SOURCE_APP_BYTES,REMOTE_APP_BYTES,APP_PACKETS,DNS_QUERY_TIMES,Type
B0_1051,29,6,None,tsa_c,0,US,CA,21/01/2000 0:00,8/11/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1188,54,9,us-ascii,Microsoft-HTTPAPI/2.0,324,US,FL,2/10/2002 0:00,14/03/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_853,56,9,ISO-8859-1,Apache,1264,IL,il,29/12/2008 0:00,15/03/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_576,48,8,us-ascii,cloudflare-nginx,NA,US,Arizona,3/12/1999 0:00,6/10/2015 0:00,26,12,10,3878,30,33,8839,4198,30,4.0,0
M0_86,47,11,ISO-8859-1,Apache/2.2.31 (CentOS),NA,PA,PANAMA,19/07/2004 0:00,6/07/2016 0:00,26,11,7,3213,34,32,16931,3821,34,8.0,1
B0_2185,42,9,UTF-8,nginx,NA,None,None,23/11/1994 0:00,19/08/2015 0:00,6,5,2,540,6,7,473,540,6,0.0,0
B0_216,145,31,UTF-8,None,38361,US,NY,10/08/1995 0:00,5/08/2016 0:00,10,3,3,1354,18,19,2517,2010,18,8.0,0
B0_635,60,13,UTF-8,mw2113.codfw.wmnet,NA,US,CA,13/01/2001 0:12,12/12/2015 10:16,38,32,3,4488,44,44,44959,4944,44,6.0,0
B0_748,78,13,ISO-8859-1,Microsoft-IIS/7.5,11,US,WA,13/09/2000 0:00,29/08/2016 0:00,62,0,3,4725,66,65,97272,5023,66,4.0,0
B0_918,38,7,UTF-8,GSE,7797,US,CA,31/07/2000 0:00,29/06/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_453,27,6,UTF-8,Apache/2.4.25,7967,None,None,28/04/1997 0:00,24/04/2017 0:00,6,0,4,631,8,11,812,787,8,2.0,0
B0_1220,46,9,UTF-8,nginx/1.4.6 (Ubuntu),NA,None,None,None,None,0,0,0,0,0,0,0,0,0,0.0,0
B0_474,36,6,iso-8859-1,Apache/2.4.25 (Amazon) OpenSSL/1.0.1k-fips,210,None,None,8/12/2007 0:00,28/03/2017 0:00,3,0,1,466,5,6,668,640,5,2.0,0
M4_50,140,26,UTF-8,Apache,NA,ES,Barcelona,17/09/2008 0:00,2/09/2016 0:00,0,0,0,0,0,3,186,0,0,0.0,1
B0_1121,79,14,ISO-8859-1,None,6748,CA,QC,24/10/1996 0:00,24/08/2015 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_131,48,9,ISO-8859-1,None,1819,US,CA,2/11/2002 0:00,2/02/2017 0:00,33,27,2,6235,41,40,16697,6835,41,8.0,0
B0_1259,48,9,UTF-8,Apache/2.4.6 (CentOS) OpenSSL/1.0.1e-fips,16333,US,GA,5/05/2004 0:00,20/04/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_561,118,23,utf-8,ebay server,NA,US,CA,4/08/1995 0:00,26/01/2017 0:00,30,3,6,2624,34,33,30904,2904,34,4.0,0
B0_2279,51,10,us-ascii,Microsoft-HTTPAPI/2.0,324,None,None,None,None,5,3,2,498,5,4,244,498,5,0.0,0
B0_1006,88,14,us-ascii,Microsoft-HTTPAPI/2.0,257,US,NY,22/05/1995 0:00,21/04/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_2058,104,16,us-ascii,Microsoft-HTTPAPI/2.0,257,US,NY,18/03/1999 0:00,15/02/2016 0:00,4,3,2,432,4,5,310,432,4,0.0,0
B0_860,64,14,UTF-8,cloudflare-nginx,NA,US,FL,12/02/1999 0:00,14/12/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_2195,64,11,utf-8,nginx/1.12.0,NA,None,None,18/04/2000 0:00,18/04/2016 0:00,7,7,3,618,7,9,562,618,7,0.0,0
B0_2036,43,9,UTF-8,mw2236.codfw.wmnet,NA,US,CA,13/01/2001 0:12,12/12/2015 10:16,29,10,11,2022,29,12,803,2022,29,0.0,0
B0_1020,28,8,utf-8,nginx,39036,[u'GB'; u'UK'],UK,2002-03-20T23:59:59.0Z,2017-03-07T22:02:38.0Z,0,0,0,0,0,0,0,0,0,0.0,0
B0_581,47,8,UTF-8,nginx,NA,CA,MB,12/04/2000 0:00,4/04/2017 0:00,7,0,2,729,9,10,2045,871,9,2.0,0
B0_472,53,12,iso-8859-1,Apache,211,None,None,5/05/2001 0:00,28/01/2015 0:00,15,2,5,1944,21,21,2698,2416,21,6.0,0
B0_1396,56,11,UTF-8,Apache-Coyote/1.1,8741,US,GA,16/02/2001 9:00,23/09/2014 14:02,0,0,0,0,0,0,0,0,0,0.0,0
B0_2102,105,17,utf-8,Apache,14060,None,None,27/09/2000 0:00,26/07/2016 0:00,18,10,9,1212,18,11,682,1212,18,0.0,0
B0_2202,39,8,utf-8,YouTubeFrontEnd,NA,US,CA,15/02/2005 0:00,14/01/2017 0:00,18,7,11,1308,18,16,1030,1308,18,0.0,0
B0_177,55,8,utf-8,nginx/1.10.0,NA,None,None,5/11/2003 0:00,6/11/2016 0:00,24,3,9,1715,26,31,22292,1867,26,2.0,0
M0_47,42,10,ISO-8859-1,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,2516,US,Utah,24/05/2000 0:00,25/05/2016 0:00,24,0,2,4035,30,25,12416,4499,30,6.0,1
B0_24,72,12,UTF-8,Server,NA,US,NV,1/11/1994 0:00,30/04/2014 0:00,27,21,8,3862,33,33,11108,4290,33,6.0,0
B0_754,63,10,UTF-8,ATS,NA,US,CA,18/01/1995 0:00,26/08/2015 0:00,29,10,7,4825,40,36,37575,5567,40,10.0,0
B0_342,61,13,UTF-8,cloudflare-nginx,NA,US,WA,3/04/2011 0:00,11/03/2017 0:00,31,5,8,4514,39,40,26105,5168,39,8.0,0
B0_876,39,7,UTF-8,Virtuoso/07.20.3217 (Linux) i686-generic-linux-glibc212-64  VDB,NA,DE,None,10/01/2007 15:27,9/01/2017 16:53,0,0,0,0,0,0,0,0,0,0.0,0
B0_1232,45,10,ISO-8859-1,Microsoft-IIS/7.5,1245,US,CT,13/05/1998 0:00,17/06/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
M0_151,38,11,UTF-8,nginx,661,None,None,None,None,22,1,5,2813,30,27,3916,3409,30,8.0,1
B0_420,52,8,utf-8,nginx/1.10.0,NA,None,None,5/11/2003 0:00,6/11/2016 0:00,25,4,7,1682,29,30,25579,1986,29,4.0,0
B0_972,60,13,UTF-8,Apache,NA,US,VA,12/01/1995 0:00,19/12/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_2203,78,13,UTF-8,None,28508,US,NY,10/08/1995 0:00,5/08/2016 0:00,8,6,6,696,8,9,574,696,8,0.0,0
B0_428,38,6,UTF-8,SSWS,NA,US,FL,9/04/2011 16:13,28/02/2017 10:46,58,40,3,8165,66,77,54909,8787,66,8.0,0
M0_145,39,11,UTF-8,nginx,640,None,None,None,None,26,5,8,2329,32,25,4850,2759,32,6.0,1
B0_534,76,15,ISO-8859-1,None,12368,US,CA,9/01/1998 0:00,4/01/2017 0:00,47,0,5,4544,55,57,53238,5134,55,8.0,0
B0_1206,59,12,utf-8,nginx,162,BS,New Providence,6/11/2007 0:00,1/10/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1114,31,7,iso-8859-1,Apache/2.2.27 (CentOS),287,None,None,25/10/2014 0:00,26/10/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_641,44,8,UTF-8,Server,NA,US,WA,5/01/1996 0:00,5/05/2016 0:00,18,0,3,2274,22,21,31811,2554,22,4.0,0
B0_1063,48,10,utf-8,Apache,67135,US,MO,20/05/1996 0:00,24/10/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1084,39,9,utf-8,nginx/1.11.3,NA,None,None,1/07/2007 5:40,8/12/2016 14:01,0,0,0,0,0,0,0,0,0,0.0,0
B0_2120,67,10,UTF-8,nginx/1.12.0,3640,US,Kansas,7/03/2000 0:00,31/01/2017 0:00,12,3,7,960,12,11,706,960,12,0.0,0
B0_302,58,8,iso-8859-1,Apache/2,345,US,FL,1/10/2001 0:00,16/01/2017 0:00,9,0,3,1481,13,12,1327,1773,13,4.0,0
B0_1048,85,18,ISO-8859-1,None,NA,US,NJ,27/06/1996 0:00,1/11/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_485,45,9,UTF-8,mw2097.codfw.wmnet,NA,US,CA,13/01/2001 0:12,12/12/2015 10:16,55,43,7,10205,69,56,38894,11305,69,14.0,0
M0_152,35,11,UTF-8,nginx,652,None,None,None,None,23,1,5,2864,31,25,3773,3454,31,8.0,1
B0_27,68,14,UTF-8,Apache,12606,US,NY,2/01/2001 0:00,31/05/2016 0:00,23,9,8,2317,27,28,3635,2633,27,4.0,0
B0_732,57,11,utf-8,Microsoft-IIS/7.0,23463,IT,RM,7/04/2006 16:53,8/04/2017 1:39,18,4,6,1965,22,21,7616,2249,22,4.0,0
B0_1395,69,12,UTF-8,Server,NA,US,NV,1/11/1994 0:00,30/04/2014 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_120,43,8,iso-8859-1,Apache,236,US,ca,9/05/2004 18:06,24/04/2017 11:55,16,0,1,1151,18,19,24455,1305,18,2.0,0
B0_112,46,9,ISO-8859-1,None,NA,US,CA,29/03/1997 0:00,29/11/2016 0:00,63,59,2,8062,75,76,82775,8950,75,12.0,0
B0_902,39,8,utf-8,YouTubeFrontEnd,NA,None,None,None,None,0,0,0,0,0,0,0,0,0,0.0,0
B0_1041,57,9,iso-8859-1,Apache,355,US,FL,3/08/1998 0:00,6/02/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_458,57,12,ISO-8859-1,Apache/2.2.15 (CentOS) DAV/2 mod_ssl/2.2.15 OpenSSL/1.0.1e-fips PHP/5.3.3,11202,US,IL,12/12/1990 0:00,8/06/2015 0:00,79,2,7,5863,83,83,127368,6173,83,4.0,0
B0_733,44,9,ISO-8859-1,None,6746,US,California,28/11/1999 0:00,9/09/2013 0:00,20,4,6,2097,24,23,9280,2381,24,4.0,0
M0_109,16,7,iso-8859-1,nginx,263,None,None,10/10/2015 18:21,None,7,0,2,700,9,10,1153,832,9,2.0,1
B0_516,59,11,ISO-8859-1,Apache,5290,US,FL,24/04/1999 0:00,23/02/2015 0:00,17,2,2,1684,21,22,14589,2012,21,4.0,0
M0_119,51,14,ISO-8859-1,cloudflare-nginx,NA,US,WA,11/01/1999 0:00,4/04/2017 0:00,14,4,6,888,14,6,376,888,14,0.0,1
B0_1107,58,8,UTF-8,Apache,58,US,MA,12/09/2009 21:54,23/08/2016 10:07,0,0,0,0,0,0,0,0,0,0.0,0
B0_1275,72,12,UTF-8,None,NA,KR,None,6/09/1997 0:00,11/01/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_995,62,12,ISO-8859-1,Apache,NA,AU,Queensland,22/03/2006 0:00,22/03/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_2040,72,13,UTF-8,Apache/2.2.27 (CentOS),NA,None,None,None,None,14,14,7,972,14,16,1144,972,14,0.0,0
B0_2260,36,8,UTF-8,mw2260.codfw.wmnet,NA,US,CA,13/01/2001 0:12,12/12/2015 10:16,5,3,3,498,5,7,438,498,5,0.0,0
M0_21,28,9,UTF-8,Apache/2.2.15 (CentOS),NA,RU,MOSCOW,24/10/2007 0:00,22/10/2016 0:00,5,0,1,592,7,9,1062,732,7,2.0,1
B0_491,32,7,utf-8,None,NA,None,None,14/12/2006 0:00,13/12/2016 0:00,7,0,3,734,11,12,7145,1060,11,4.0,0
B0_1331,59,10,us-ascii,None,324,US,FL,21/04/2002 0:00,23/03/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_800,48,10,utf-8,nginx/1.10.2,NA,HK,Central,24/05/2015 0:00,22/04/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
M0_166,34,9,ISO-8859-1,cloudflare-nginx,NA,ru,Krasnoyarsk,30/03/2011 0:00,28/04/2017 0:00,26,0,3,3569,32,31,10750,4037,32,6.0,1
M4_47,143,27,UTF-8,Apache,NA,ES,Barcelona,17/09/2008 0:00,2/09/2016 0:00,0,0,0,0,0,2,124,0,0,0.0,1
B0_432,77,14,UTF-8,GSE,22409,US,CA,31/07/2000 0:00,29/06/2016 0:00,27,0,4,2403,31,30,27476,2741,31,4.0,0
M0_174,97,15,UTF-8,Apache/2.2.22 (Debian),8762,UY,Montevideo,8/06/2009 3:48,30/05/2016 18:18,3,0,2,198,3,6,384,198,3,0.0,1
B0_1098,69,13,UTF-8,nginx/1.12.0,13920,CA,ONTARIO,13/05/2011 0:00,13/05/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
M4_70,81,17,utf-8,Microsoft-IIS/6.0,NA,US,California,18/06/2003 0:00,14/06/2016 0:00,0,0,0,0,0,2,124,0,0,0.0,1
B0_2287,61,11,us-ascii,None,257,US,WA,22/03/1999 0:00,15/07/2016 0:00,10,5,7,792,10,15,971,792,10,0.0,0
B0_457,37,8,UTF-8,nginx,NA,US,Arizona,18/04/2001 0:00,19/04/2017 0:00,44,0,4,3767,48,48,129181,4079,48,4.0,0
B0_1036,34,6,UTF-8,nginx/1.12.0,18298,US,MAINE,14/01/2008 0:00,14/01/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
M0_117,46,11,UTF-8,nginx,649,None,None,None,None,11,0,3,1274,15,14,3132,1562,15,4.0,1
B0_905,22,6,ISO-8859-1,nginx/1.12.0,NA,US,Texas,18/05/2005 19:41,19/05/2016 10:14,0,0,0,0,0,0,0,0,0,0.0,0
B0_1392,48,11,iso-8859-1,Apache,288,None,None,11/10/2000 0:00,12/12/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1208,98,19,us-ascii,Microsoft-HTTPAPI/2.0,324,US,UT,5/02/1999 0:00,16/06/2014 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_316,44,8,iso-8859-1,Apache/2,345,US,FL,10/05/2000 0:00,11/10/2016 0:00,12,4,3,972,14,16,15901,1118,14,2.0,0
B0_130,70,12,ISO-8859-1,Apache/2.2.24 (Unix) DAV/2 PHP/5.3.26 mod_ssl/2.2.24 OpenSSL/0.9.8y,NA,None,None,3/06/1998 0:00,2/06/2016 0:00,9,0,4,916,13,15,2074,1216,13,4.0,0
B0_2165,104,18,utf-8,nginx/1.4.6 (Ubuntu),NA,US,WA,8/02/2005 0:00,5/03/2017 0:00,3,3,1,366,3,4,244,366,3,0.0,0
B0_113,17,6,ISO-8859-1,nginx,162,US,AK,7/10/1997 4:00,12/09/2013 0:45,31,22,3,3812,39,37,18784,4380,39,8.0,0
B0_2089,29,7,UTF-8,Apache/2.2.22,NA,CA,AB,22/07/2004 0:00,23/06/2016 0:00,709,708,3,2362906,709,837,83056,2362906,709,0.0,0
B0_1424,48,8,us-ascii,Microsoft-HTTPAPI/2.0,324,US,Florida,2/12/2004 0:00,25/11/2015 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1402,37,8,utf-8,cloudflare-nginx,NA,US,California,14/10/1999 0:00,20/11/2013 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_2087,35,9,UTF-8,Apache,NA,US,Arizona,8/07/2010 0:00,24/04/2017 0:00,4,3,2,432,4,6,372,432,4,0.0,0
B0_1083,45,9,ISO-8859-1,None,6748,None,None,28/11/1999 0:00,9/09/2013 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_2023,55,12,UTF-8,cloudflare-nginx,NA,BS,New Providence,25/10/2005 0:00,20/10/2016 0:00,21,3,13,1458,21,4,244,1458,21,0.0,0
B0_1035,83,17,UTF-8,Server,NA,US,NV,1/11/1994 0:00,30/04/2014 0:00,0,0,0,0,0,0,0,0,0,0.0,0
M4_7,99,20,UTF-8,Apache,NA,ES,Barcelona,17/09/2008 0:00,2/09/2016 0:00,0,0,0,0,0,3,186,0,0,0.0,1
B0_646,37,8,utf-8,nginx/1.4.3,135444,US,NY,2/11/1996 0:00,26/11/2014 0:00,68,6,7,5207,70,88,247488,5345,70,2.0,0
B0_2178,89,16,utf-8,cloudflare-nginx,0,US,IL,12/12/1990 0:00,8/06/2015 0:00,6,3,2,564,6,4,244,564,6,0.0,0
B0_2146,78,16,UTF-8,GSE,9313,US,CA,31/07/2000 0:00,29/06/2016 0:00,13,6,9,1026,13,14,904,1026,13,0.0,0
B0_1000,63,12,utf-8,Apache/2.2.15 (CentOS),7221,US,CA,13/08/2002 0:00,14/03/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1190,33,6,utf-8,None,NA,US,CA,22/02/1996 0:00,16/01/2015 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_538,65,13,iso-8859-1,Apache/2.2.15 (Red Hat),330,None,None,None,None,30,2,9,2510,34,34,34105,2810,34,4.0,0
B0_809,36,8,ISO-8859-1,Apache/2.2.25 (Unix) mod_ssl/2.2.25 OpenSSL/0.9.8e-fips-rhel5 mod_bwlimited/1.4,NA,None,None,21/01/2008 0:00,17/04/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1385,84,12,ISO-8859-1,Apache/2.2.15 (CentOS),23412,US,Arizona,9/02/2005 0:00,2/02/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_2112,42,9,ISO-8859-1,Apache-Coyote/1.1,5127,US,CA,4/08/1995 0:00,26/01/2017 0:00,4,3,2,432,4,5,310,432,4,0.0,0
M4_37,129,25,UTF-8,Apache,NA,ES,Barcelona,17/09/2008 0:00,2/09/2016 0:00,0,0,0,0,0,2,124,0,0,0.0,1
B0_2103,39,8,utf-8,YouTubeFrontEnd,NA,US,CA,15/02/2005 0:00,14/01/2017 0:00,6,2,3,492,6,3,184,492,6,0.0,0
B0_568,25,6,UTF-8,nginx,658,None,None,None,None,11,3,4,1232,15,16,9806,1530,15,4.0,0
B0_1264,53,10,UTF-8,nginx/1.11.10,NA,CA,Quebec,21/05/1997 0:00,26/07/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_2205,33,6,UTF-8,Apache/2.2.31 (Unix) mod_ssl/2.2.31 OpenSSL/1.0.1e-fips mod_bwlimited/1.4 mod_perl/2.0.8 Perl/v5.10.1,NA,US,Arizona,10/05/2002 0:00,27/07/2016 0:00,8,4,5,660,8,9,556,660,8,0.0,0
B0_354,43,8,us-ascii,Microsoft-IIS/7.5,324,None,None,26/09/2003 0:00,17/06/2016 0:00,25,2,6,2444,31,17,1984,2874,31,6.0,0
B0_2309,28,6,UTF-8,Apache,10576,IN,UTTAR PRADESH,28/06/2011 0:00,2/03/2017 0:00,14,9,2,2094,14,12,8019,2094,14,0.0,0
B0_744,141,30,UTF-8,openresty,NA,US,Arizona,28/03/2007 0:00,2/04/2016 0:00,14,2,6,1649,16,19,14395,1789,16,2.0,0
B0_101,81,14,UTF-8,GSE,10527,US,CA,31/07/2000 0:00,29/06/2016 0:00,75,8,16,7388,79,76,65108,7734,79,4.0,0
B0_758,41,9,ISO-8859-1,Apache,NA,AU,Queensland,22/03/2006 0:00,22/03/2017 0:00,101,41,5,10813,110,101,142735,11423,110,8.0,0
B0_1095,29,8,ISO-8859-1,Apache,9136,US,CA,20/01/1995 0:00,22/11/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_657,64,10,us-ascii,Microsoft-HTTPAPI/2.0,324,US,WA,3/12/1996 0:00,23/02/2017 0:00,26,6,5,3201,30,29,20250,3517,30,4.0,0
B0_1059,54,12,UTF-8,cloudflare-nginx,NA,None,None,None,None,0,0,0,0,0,0,0,0,0,0.0,0
B0_210,83,21,UTF-8,nginx/1.6.2,2034,US,CO,2/04/2009 0:00,21/03/2017 0:00,22,8,7,1628,26,25,14894,1944,26,4.0,0
B0_888,72,11,iso-8859-1,Apache-Coyote/1.1,NA,US,Tennessee,10/05/2007 19:20,18/04/2017 17:38,0,0,0,0,0,0,0,0,0,0.0,0
B0_71,48,9,utf-8,Apache,46579,CA,ON,9/12/2003 0:00,22/10/2016 0:00,113,0,3,7746,117,134,229040,8062,117,4.0,0
B0_993,44,8,us-ascii,Microsoft-IIS/7.5,324,US,California,26/09/2003 0:00,17/06/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_2166,29,6,us-ascii,None,324,CA,Ontario,8/05/2003 0:00,9/05/2016 0:00,3,3,1,366,3,5,306,366,3,0.0,0
B0_1129,54,9,iso-8859-1,Apache/2.2.31 (Unix) mod_ssl/2.2.31 OpenSSL/1.0.1e-fips mod_bwlimited/1.4 mod_fcgid/2.3.9,341,US,MI,15/11/1998 0:00,23/12/2011 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1360,75,15,UTF-8,GSE,8417,US,CA,31/07/2000 0:00,29/06/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1128,19,6,us-ascii,Microsoft-HTTPAPI/2.0,324,US,FL,18/03/1997 0:00,19/03/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_988,39,8,utf-8,YouTubeFrontEnd,NA,US,CA,15/02/2005 0:00,14/01/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_874,48,11,ISO-8859-1,cloudflare-nginx,NA,US,MA,21/08/1998 0:00,3/10/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_814,51,9,ISO-8859-1,None,NA,US,CA,29/03/1997 0:00,29/11/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1005,43,8,us-ascii,Microsoft-HTTPAPI/2.0,324,US,WA,14/05/2002 0:00,3/03/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1186,51,10,UTF-8,Apache/2.2.32,NA,US,PA,4/11/2004 22:27,21/09/2016 15:14,0,0,0,0,0,0,0,0,0,0.0,0
B0_1072,79,13,ISO-8859-1,Microsoft-IIS/8.5,1245,US,Arkansas,23/06/1999 0:00,12/06/2015 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_496,38,8,utf-8,Apache/2.4.18 (Ubuntu),12400,US,FL,17/02/1999 5:00,19/12/2016 8:39,16,0,3,1879,22,20,8768,2307,22,6.0,0
M4_43,170,17,UTF-8,Apache,NA,ES,Barcelona,17/09/2008 0:00,2/09/2016 0:00,0,0,0,0,0,2,124,0,0,0.0,1
B0_2093,37,9,utf-8,nginx,32441,[u'GB'; u'UK'],UK,2002-03-20T23:59:59.0Z,2017-03-07T22:02:38.0Z,11,10,7,834,11,14,882,834,11,0.0,0
B0_1052,30,6,utf-8,Apache/2.4.10 (Debian),NA,SE,None,6/03/1996 5:00,28/10/2013 10:54,0,0,0,0,0,0,0,0,0,0.0,0
M0_115,37,9,windows-1251,Apache/1.3.31 (Unix) PHP/4.3.9 mod_perl/1.29 rus/PL30.20,296,US,LA,18/12/2004 0:00,1/12/2016 0:00,2,0,2,128,4,5,407,276,4,2.0,1
B0_807,35,7,utf-8,Apache,16875,US,NY,13/12/1995 0:00,10/11/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
M0_168,94,20,UTF-8,Apache,58,US,Massachusetts,2/01/2016 0:00,13/02/2017 0:00,11,0,3,1260,19,17,2399,1850,19,8.0,1
B0_363,42,7,utf-8,openresty/1.11.2.1,NA,US,IL,27/11/2006 0:00,2/03/2017 0:00,19,15,3,2864,23,26,10465,3168,23,4.0,0
B0_828,71,11,us-ascii,Microsoft-IIS/7.5,324,us,CA,17/11/2006 0:00,31/03/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
M0_137,35,11,UTF-8,nginx,652,None,None,None,None,18,1,5,2157,24,22,2996,2595,24,6.0,1
B0_752,83,13,ISO-8859-1,nginx,162,US,Minnesota,5/11/1996 5:00,29/08/2016 20:58,24,3,7,2676,28,20,3594,3000,28,4.0,0
M4_53,124,23,UTF-8,Apache,NA,ES,Barcelona,17/09/2008 0:00,2/09/2016 0:00,0,0,0,0,0,3,186,0,0,0.0,1
B0_249,56,9,ISO-8859-1,None,NA,US,CA,29/03/1997 0:00,29/11/2016 0:00,26,18,7,3928,32,27,10186,4368,32,6.0,0
B0_34,38,8,ISO-8859-1,None,6746,None,None,28/11/1999 0:00,9/09/2013 0:00,35,8,14,3072,41,31,9718,3506,41,6.0,0
B0_233,39,9,utf-8,YouTubeFrontEnd,NA,US,CA,15/02/2005 0:00,14/01/2017 0:00,25,11,4,3771,33,32,11756,4385,33,8.0,0
B0_106,62,13,ISO-8859-1,Apache,6567,US,FL,24/04/1999 0:00,23/02/2015 0:00,8,0,2,1089,14,13,1977,1601,14,6.0,0
M0_139,40,13,UTF-8,nginx,640,None,None,None,None,12,1,4,1325,18,14,2091,1749,18,6.0,1
B0_376,40,9,ISO-8859-1,Apache/2.2.32,NA,US,MO,29/12/2005 0:00,30/09/2015 0:00,21,0,2,2021,23,25,26799,2165,23,2.0,0
B0_2007,54,12,UTF-8,nginx/1.10.3,NA,US,VA,21/02/1992 0:00,22/08/2016 0:00,5,5,2,474,5,8,535,474,5,0.0,0
B0_2180,50,9,ISO-8859-1,Microsoft-IIS/7.5,3071,US,FL,2/04/1999 0:00,6/05/2016 0:00,8,6,4,696,8,10,636,696,8,0.0,0
B0_1240,73,13,iso-8859-1,Apache/2.2.15 (CentOS),NA,US,UT,16/05/1995 0:00,21/10/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_980,40,9,utf-8,ATS,622,US,CA,18/01/1995 0:00,26/08/2015 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_475,92,17,utf-8,Microsoft-IIS/7.5,9084,US,va,29/04/1994 0:00,30/08/2013 0:00,16,1,6,1607,22,18,1690,2055,22,6.0,0
B0_643,67,11,utf-8,Apache,26117,US,CO,19/07/2004 14:56,1/02/2017 5:28,16,9,5,2381,20,24,5596,2675,20,4.0,0
M4_74,82,17,utf-8,Microsoft-IIS/6.0,NA,US,California,18/06/2003 0:00,14/06/2016 0:00,0,0,0,0,0,2,124,0,0,0.0,1
B0_1025,58,12,utf-8,Apache,NA,US,NY,18/01/1994 0:00,21/10/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_780,51,9,utf-8,None,15302,US,Arizona,4/05/2001 0:00,9/11/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_369,30,7,ISO-8859-1,Apache,NA,US,CA,22/04/1997 0:00,22/02/2017 0:00,31,26,2,4412,37,37,27412,4848,37,6.0,0
B0_60,36,7,iso-8859-1,Apache/2.0.52 (Red Hat),293,US,TX,16/07/1998 0:00,16/05/2016 0:00,12,0,4,1331,16,13,4860,1631,16,4.0,0
B0_1347,25,6,UTF-8,nginx,14839,US,NY,15/12/2004 0:00,13/11/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_625,57,11,iso-8859-1,nginx,234,US,NY,2/12/2000 0:00,3/11/2016 0:00,21,6,13,1627,25,23,2044,1933,25,4.0,0
B0_922,102,18,utf-8,None,24702,US,FL,1/02/1994 0:00,28/04/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
M4_31,123,24,UTF-8,Apache,NA,ES,Barcelona,17/09/2008 0:00,2/09/2016 0:00,0,0,0,0,0,3,186,0,0,0.0,1
